"ID Cliente","Zona","País","Tipo de producto","Canal de venta","Prioridad","Fecha pedido","ID Pedido","Fecha envío","Unidades","Precio Unitario","Coste unitario","Importe venta total","Importe Coste total"
"C6946","Europa","Switzerland","Verduras","Online","Media","6/6/2032","694697988","7/25/2032","5427","154.06","90.93","836083.62","493477.11"
"C6773","África","Equatorial Guinea","Cárnicos","Online","Crítica","6/7/2032","677342164","7/26/2032","9453","421.89","364.69","3988126.17","3447414.57"
"C2373","Asia","Turkmenistan","Snacks","Offline","Baja","6/8/2032","237360322","7/27/2032","9049","152.58","97.44","1380696.42","881734.56"
"C7032","África","Kuwait","Verduras","Online","Alta","6/9/2032","703259599","7/28/2032","8998","154.06","90.93","1386231.88","818188.14"
"C6272","África","Tanzania","Frutas","Offline","Crítica","6/10/2032","627267253","7/29/2032","1174","9.33","6.92","10953.42","8124.08"
"C1535","Australia y Oceanía","Kiribati","Verduras","Offline","Alta","6/11/2032","153562963","7/30/2032","1548","154.06","90.93","238484.88","140759.64"
"C9197","Australia y Oceanía","Fiji","Snacks","Offline","Media","6/12/2032","919752490","7/31/2032","4056","152.58","97.44","618864.48","395216.64"
"C2031","Europa","San Marino","Bebida","Online","Media","6/13/2032","203154218","8/1/2032","6702","47.45","31.79","318009.9","213056.58"
"C5625","África","Democratic Republic of the Congo","Bebida","Offline","Media","6/14/2032","562583100","8/2/2032","9696","47.45","31.79","460075.2","308235.84"
"C9106","África","Nigeria","Doméstico","Offline","Media","6/15/2032","910662162","8/3/2032","4025","668.27","502.54","2689786.75","2022723.5"
"C8490","Australia y Oceanía","Tuvalu","Snacks","Offline","Baja","6/16/2032","849058902","8/4/2032","4252","152.58","97.44","648770.16","414314.88"
"C5511","África","Egypt","Snacks","Offline","Alta","6/17/2032","551167190","8/5/2032","1474","152.58","97.44","224902.92","143626.56"
"C5752","Europa","Luxembourg","Cereales","Online","Crítica","6/18/2032","575233256","8/6/2032","3158","205.7","117.11","649600.6","369833.38"
"C5338","Asia","Myanmar","Doméstico","Offline","Media","6/19/2032","533821237","8/7/2032","8421","668.27","502.54","5627501.67","4231889.34"
"C1561","Asia","Taiwan","Bebida","Offline","Crítica","6/20/2032","156183803","8/8/2032","7113","47.45","31.79","337511.85","226122.27"
"C8482","Asia","Turkmenistan","Verduras","Offline","Media","6/21/2032","848277413","8/9/2032","2992","154.06","90.93","460947.52","272062.56"
"C9233","África","Morocco","Snacks","Offline","Alta","6/22/2032","923389995","8/10/2032","474","152.58","97.44","72322.92","46186.56"
"C4876","Asia","Indonesia","Cuidado personal","Online","Crítica","6/23/2032","487630593","8/11/2032","9584","81.73","56.67","783300.32","543125.28"
"C8489","Europa","Luxembourg","Frutas","Offline","Alta","6/24/2032","848969209","8/12/2032","7710","9.33","6.92","71934.3","53353.2"
"C4773","África","Somalia","Bebida","Online","Media","6/25/2032","477304303","8/13/2032","3805","47.45","31.79","180547.25","120960.95"
"C9800","Asia","Bangladesh","Frutas","Online","Baja","6/26/2032","980037820","8/14/2032","3824","9.33","6.92","35677.92","26462.08"
"C4303","Centroamérica y Caribe","Trinidad and Tobago","Snacks","Online","Alta","6/27/2032","430384099","8/15/2032","9074","152.58","97.44","1384510.92","884170.56"
"C4697","Asia","Tajikistan","Material de oficina","Online","Baja","6/28/2032","469746911","8/16/2032","7405","651.21","524.96","4822210.05","3887328.8"
"C1490","Centroamérica y Caribe","Dominica","Material de oficina","Online","Crítica","6/29/2032","149069297","8/17/2032","1772","651.21","524.96","1153944.12","930229.12"
"C3687","Europa","France","Cárnicos","Offline","Baja","6/30/2032","368751657","8/18/2032","664","421.89","364.69","280134.96","242154.16"
"C1526","Australia y Oceanía","Papua New Guinea","Bebida","Online","Alta","7/1/2032","152694785","8/19/2032","4635","47.45","31.79","219930.75","147346.65"
"C4699","Europa","Romania","Bebida","Offline","Alta","7/2/2032","469912993","8/20/2032","6552","47.45","31.79","310892.4","208288.08"
"C1529","Europa","Ukraine","Frutas","Offline","Crítica","7/3/2032","152920091","8/21/2032","1308","9.33","6.92","12203.64","9051.36"
"C1161","Europa","Germany","Bebida","Online","Media","7/4/2032","116113746","8/22/2032","9493","47.45","31.79","450442.85","301782.47"
"C1764","Asia","Thailand","Material de oficina","Online","Alta","7/5/2032","176450574","8/23/2032","4501","651.21","524.96","2931096.21","2362844.96"
"C1939","Europa","Italy","Bebida","Online","Baja","7/6/2032","193923556","8/24/2032","5145","47.45","31.79","244130.25","163559.55"
"C1759","África","Cameroon","Cosméticos","Offline","Alta","7/7/2032","175974214","8/25/2032","3535","437.2","263.33","1545502","930871.55"
"C2046","África","Gabon","Alimento infantil","Offline","Crítica","7/8/2032","204677283","8/26/2032","7411","255.28","159.42","1891880.08","1181461.62"
"C3822","Centroamérica y Caribe","Saint Vincent and the Grenadines","Alimento infantil","Offline","Alta","7/9/2032","382228791","8/27/2032","8848","255.28","159.42","2258717.44","1410548.16"
"C9689","África","Qatar","Cárnicos","Offline","Media","7/10/2032","968968236","8/28/2032","8088","421.89","364.69","3412246.32","2949612.72"
"C1529","Europa","Ukraine","Frutas","Offline","Crítica","7/11/2032","152920091","8/29/2032","1308","9.33","6.92","12203.64","9051.36"
"C9201","África","Kuwait","Verduras","Offline","Baja","7/12/2032","920174348","8/30/2032","8893","154.06","90.93","1370055.58","808640.49"
"C2818","Centroamérica y Caribe","Guatemala","Alimento infantil","Offline","Baja","7/13/2032","281881988","8/31/2032","3999","255.28","159.42","1020864.72","637520.58"
"C4279","Europa","Slovakia","Frutas","Offline","Alta","7/14/2032","427934491","9/1/2032","4180","9.33","6.92","38999.4","28925.6"
"C5775","Australia y Oceanía","Kiribati","Snacks","Online","Alta","7/15/2032","577526652","9/2/2032","1825","152.58","97.44","278458.5","177828"
"C7922","Europa","Romania","Frutas","Offline","Alta","7/16/2032","792240703","9/3/2032","484","9.33","6.92","4515.72","3349.28"
"C8807","Norteamérica","Greenland","Material de oficina","Offline","Alta","7/17/2032","880710685","9/4/2032","718","651.21","524.96","467568.78","376921.28"
"C2465","Asia","Brunei","Bebida","Online","Baja","7/18/2032","246557939","9/5/2032","828","47.45","31.79","39288.6","26322.12"
"C1418","África","Mali","Verduras","Online","Crítica","7/19/2032","141818320","9/6/2032","6047","154.06","90.93","931600.82","549853.71"
"C9598","África","United Arab Emirates","Material de oficina","Offline","Baja","7/20/2032","959855163","9/7/2032","1328","651.21","524.96","864806.88","697146.88"
"C4222","Asia","Japan","Bebida","Online","Media","7/21/2032","422283828","9/8/2032","2024","47.45","31.79","96038.8","64342.96"
"C5258","África","Tunisia ","Cereales","Online","Media","7/22/2032","525869882","9/9/2032","5439","205.7","117.11","1118802.3","636961.29"
"C4776","África","Qatar","Cosméticos","Offline","Alta","7/23/2032","477683675","9/10/2032","6069","437.2","263.33","2653366.8","1598149.77"
"C6427","Europa","Luxembourg","Verduras","Online","Media","7/24/2032","642793166","9/11/2032","5637","154.06","90.93","868436.22","512572.41"
"C6807","Europa","France","Cosméticos","Offline","Baja","7/25/2032","680777108","9/12/2032","5930","437.2","263.33","2592596","1561546.9"
"C2752","Australia y Oceanía","Samoa ","Snacks","Offline","Baja","7/26/2032","275231397","9/13/2032","5941","152.58","97.44","906477.78","578891.04"
"C1490","Centroamérica y Caribe","Dominica","Material de oficina","Online","Crítica","7/27/2032","149069297","9/14/2032","1772","651.21","524.96","1153944.12","930229.12"
"C5158","Europa","Bosnia and Herzegovina","Cereales","Online","Baja","7/28/2032","515816104","9/15/2032","303","205.7","117.11","62327.1","35484.33"
"C1344","África","Guinea","Cereales","Offline","Crítica","7/29/2032","134441602","9/16/2032","3112","205.7","117.11","640138.4","364446.32"
"C4134","África","Liberia","Material de oficina","Offline","Crítica","7/30/2032","413408935","9/17/2032","5745","651.21","524.96","3741201.45","3015895.2"
"C6623","Australia y Oceanía","Tonga","Doméstico","Offline","Alta","7/31/2032","662386167","9/18/2032","3641","668.27","502.54","2433171.07","1829748.14"
"C8904","África","Angola","Snacks","Online","Crítica","8/1/2032","890496671","9/19/2032","6609","152.58","97.44","1008401.22","643980.96"
"C1262","Asia","Kazakhstan","Doméstico","Offline","Media","8/2/2032","126296269","9/20/2032","2728","668.27","502.54","1823040.56","1370929.12"
"C3527","África","Burundi","Cárnicos","Offline","Alta","8/3/2032","352765691","9/21/2032","62","421.89","364.69","26157.18","22610.78"
"C4180","África","Lebanon","Cereales","Offline","Alta","8/4/2032","418010747","9/22/2032","7524","205.7","117.11","1547686.8","881135.64"
"C2928","Australia y Oceanía","Samoa ","Cárnicos","Offline","Alta","8/5/2032","292874753","9/23/2032","7003","421.89","364.69","2954495.67","2553924.07"
"C9598","África","United Arab Emirates","Material de oficina","Offline","Baja","8/6/2032","959855163","9/24/2032","1328","651.21","524.96","864806.88","697146.88"
"C1739","Asia","Japan","Frutas","Offline","Crítica","8/7/2032","173900973","9/25/2032","17","9.33","6.92","158.61","117.64"
"C5574","Centroamérica y Caribe","Dominica","Frutas","Online","Baja","8/8/2032","557446992","9/26/2032","9807","9.33","6.92","91499.31","67864.44"
"C7021","África","South Africa","Material de oficina","Online","Media","8/9/2032","702194440","9/27/2032","3794","651.21","524.96","2470690.74","1991698.24"
"C2504","Europa","Bosnia and Herzegovina","Material de oficina","Offline","Crítica","8/10/2032","250408303","9/28/2032","236","651.21","524.96","153685.56","123890.56"
"C7457","Europa","Bosnia and Herzegovina","Verduras","Offline","Baja","8/11/2032","745765960","9/29/2032","7575","154.06","90.93","1167004.5","688794.75"
"C6482","Asia","Philippines","Verduras","Offline","Baja","8/12/2032","648268735","9/30/2032","5979","154.06","90.93","921124.74","543670.47"
"C4564","África","Angola","Cuidado personal","Online","Alta","8/13/2032","456428134","10/1/2032","6083","81.73","56.67","497163.59","344723.61"
"C8510","Asia","Turkmenistan","Cuidado personal","Online","Baja","8/14/2032","851025712","10/2/2032","6275","81.73","56.67","512855.75","355604.25"
"C1895","Asia","Myanmar","Cereales","Offline","Crítica","8/15/2032","189522588","10/3/2032","2800","205.7","117.11","575960","327908"
"C5400","Australia y Oceanía","Solomon Islands","Doméstico","Offline","Alta","8/16/2032","540046966","10/4/2032","753","668.27","502.54","503207.31","378412.62"
"C6003","África","Jordan","Frutas","Online","Baja","8/17/2032","600340449","10/5/2032","2935","9.33","6.92","27383.55","20310.2"
"C2649","África","South Sudan","Cosméticos","Online","Crítica","8/18/2032","264956605","10/6/2032","5402","437.2","263.33","2361754.4","1422508.66"
"C8482","Asia","Turkmenistan","Verduras","Offline","Media","8/19/2032","848277413","10/7/2032","2992","154.06","90.93","460947.52","272062.56"
"C7885","Asia","China","Alimento infantil","Online","Crítica","8/20/2032","788564145","10/8/2032","2509","255.28","159.42","640497.52","399984.78"
"C3133","África","Democratic Republic of the Congo","Cosméticos","Online","Media","8/21/2032","313368976","10/9/2032","1698","437.2","263.33","742365.6","447134.34"
"C7230","Asia","India","Verduras","Online","Crítica","8/22/2032","723019969","10/10/2032","6531","154.06","90.93","1006165.86","593863.83"
"C6835","Asia","Bhutan","Ropa","Online","Alta","8/23/2032","683556735","10/11/2032","8483","109.28","35.84","927022.24","304030.72"
"C9596","África","Democratic Republic of the Congo","Cereales","Online","Crítica","8/24/2032","959686934","10/12/2032","1545","205.7","117.11","317806.5","180934.95"
"C7230","Asia","India","Verduras","Online","Crítica","8/25/2032","723019969","10/13/2032","6531","154.06","90.93","1006165.86","593863.83"
"C9145","Asia","Taiwan","Cereales","Online","Alta","8/26/2032","914538705","10/14/2032","1181","205.7","117.11","242931.7","138306.91"
"C6809","Norteamérica","Canada","Material de oficina","Online","Media","8/27/2032","680904138","10/15/2032","3520","651.21","524.96","2292259.2","1847859.2"
"C8494","Australia y Oceanía","Federated States of Micronesia","Cárnicos","Offline","Crítica","8/28/2032","849475181","10/16/2032","7438","421.89","364.69","3138017.82","2712564.22"
"C3281","Europa","San Marino","Cosméticos","Online","Baja","8/29/2032","328184640","10/17/2032","5983","437.2","263.33","2615767.6","1575503.39"
"C9435","África","Libya","Snacks","Online","Media","8/30/2032","943527162","10/18/2032","9509","152.58","97.44","1450883.22","926556.96"
"C7751","Centroamérica y Caribe","Trinidad and Tobago","Doméstico","Online","Media","8/31/2032","775119197","10/19/2032","3850","668.27","502.54","2572839.5","1934779"
"C9632","Asia","India","Frutas","Online","Alta","9/1/2032","963215005","10/20/2032","5580","9.33","6.92","52061.4","38613.6"
"C4699","Europa","Romania","Bebida","Offline","Alta","9/2/2032","469912993","10/21/2032","6552","47.45","31.79","310892.4","208288.08"
"C6469","Europa","Russia","Cuidado personal","Offline","Baja","9/3/2032","646917331","10/22/2032","6069","81.73","56.67","496019.37","343930.23"
"C8686","África","Rwanda","Bebida","Online","Alta","9/4/2032","868652760","10/23/2032","2510","47.45","31.79","119099.5","79792.9"
"C2294","Europa","Ukraine","Ropa","Online","Alta","9/5/2032","229457461","10/24/2032","417","109.28","35.84","45569.76","14945.28"
"C4942","Centroamérica y Caribe","Costa Rica","Bebida","Offline","Baja","9/6/2032","494225394","10/25/2032","1132","47.45","31.79","53713.4","35986.28"
"C3723","Europa","Italy","Bebida","Online","Alta","9/7/2032","372393023","10/26/2032","8226","47.45","31.79","390323.7","261504.54"
"C8476","Europa","Malta","Material de oficina","Online","Crítica","9/8/2032","847659862","10/27/2032","245","651.21","524.96","159546.45","128615.2"
"C8802","Centroamérica y Caribe","Haiti","Material de oficina","Offline","Baja","9/9/2032","880257499","10/28/2032","6610","651.21","524.96","4304498.1","3469985.6"
"C2700","África","Yemen","Cuidado personal","Online","Media","9/10/2032","270005595","10/29/2032","9511","81.73","56.67","777334.03","538988.37"
"C5053","Norteamérica","United States of America","Cuidado personal","Offline","Crítica","9/11/2032","505354201","10/30/2032","4393","81.73","56.67","359039.89","248951.31"
"C4080","Europa","Luxembourg","Ropa","Online","Baja","9/12/2032","408037650","10/31/2032","6263","109.28","35.84","684420.64","224465.92"
"C9749","África","Bahrain","Material de oficina","Offline","Baja","9/13/2032","974933469","11/1/2032","3333","651.21","524.96","2170482.93","1749691.68"
"C1225","Europa","Bulgaria","Cosméticos","Offline","Baja","9/14/2032","122546327","11/2/2032","3036","437.2","263.33","1327339.2","799469.88"
"C8710","Asia","Kazakhstan","Frutas","Offline","Crítica","9/15/2032","871065461","11/3/2032","6482","9.33","6.92","60477.06","44855.44"
"C5575","Europa","Albania","Frutas","Offline","Crítica","9/16/2032","557524669","11/4/2032","2794","9.33","6.92","26068.02","19334.48"
"C6632","Europa","Iceland","Cárnicos","Online","Media","9/17/2032","663221728","11/5/2032","903","421.89","364.69","380966.67","329315.07"
"C9266","Europa","Ireland","Cuidado personal","Offline","Baja","9/18/2032","926670873","11/6/2032","1359","81.73","56.67","111071.07","77014.53"
"C5576","Asia","Philippines","Material de oficina","Offline","Baja","9/19/2032","557667577","11/7/2032","5083","651.21","524.96","3310100.43","2668371.68"
"C8380","África","Ethiopia","Bebida","Offline","Media","9/20/2032","838085019","11/8/2032","6836","47.45","31.79","324368.2","217316.44"
"C7183","Europa","Luxembourg","Ropa","Online","Baja","9/21/2032","718301856","11/9/2032","336","109.28","35.84","36718.08","12042.24"
"C1764","Europa","Serbia","Cárnicos","Offline","Alta","9/22/2032","176491773","11/10/2032","6692","421.89","364.69","2823287.88","2440505.48"
"C9642","Asia","Nepal","Cereales","Offline","Media","9/23/2032","964211499","11/11/2032","464","205.7","117.11","95444.8","54339.04"
"C1768","África","Equatorial Guinea","Cárnicos","Offline","Media","9/24/2032","176898181","11/12/2032","6958","421.89","364.69","2935510.62","2537513.02"
"C3388","Centroamérica y Caribe","El Salvador","Doméstico","Online","Baja","9/25/2032","338885152","11/13/2032","2502","668.27","502.54","1672011.54","1257355.08"
"C9950","Europa","Ukraine","Alimento infantil","Offline","Alta","9/26/2032","995013129","11/14/2032","5351","255.28","159.42","1366003.28","853056.42"
"C8711","Asia","Uzbekistan","Cereales","Offline","Alta","9/27/2032","871178328","11/15/2032","9882","205.7","117.11","2032727.4","1157281.02"
"C5459","Australia y Oceanía","Australia","Doméstico","Online","Baja","9/28/2032","545928943","11/16/2032","1361","668.27","502.54","909515.47","683956.94"
"C2332","Australia y Oceanía","New Zealand","Cárnicos","Online","Alta","9/29/2032","233232724","11/17/2032","7601","421.89","364.69","3206785.89","2772008.69"
"C1468","Europa","Georgia","Bebida","Online","Alta","9/30/2032","146849286","11/18/2032","4822","47.45","31.79","228803.9","153291.38"
"C1864","Asia","Philippines","Cuidado personal","Online","Baja","10/1/2032","186451995","11/19/2032","4144","81.73","56.67","338689.12","234840.48"
"C1468","Europa","Georgia","Bebida","Online","Alta","10/2/2032","146849286","11/20/2032","4822","47.45","31.79","228803.9","153291.38"
"C2328","Asia","South Korea","Cuidado personal","Online","Crítica","10/3/2032","232810437","11/21/2032","2637","81.73","56.67","215522.01","149438.79"
"C6549","África","Cameroon","Frutas","Online","Baja","10/4/2032","654997861","11/22/2032","7277","9.33","6.92","67894.41","50356.84"
"C6796","África","Mozambique","Verduras","Online","Crítica","10/5/2032","679652726","11/23/2032","3200","154.06","90.93","492992","290976"
"C6179","Europa","Kosovo","Material de oficina","Online","Baja","10/6/2032","617944324","11/24/2032","2312","651.21","524.96","1505597.52","1213707.52"
"C9632","Asia","India","Frutas","Online","Alta","10/7/2032","963215005","11/25/2032","5580","9.33","6.92","52061.4","38613.6"
"C4896","Asia","Kazakhstan","Doméstico","Online","Media","10/8/2032","489661777","11/26/2032","656","668.27","502.54","438385.12","329666.24"
"C2367","África","Azerbaijan","Frutas","Online","Baja","10/9/2032","236772811","11/27/2032","5191","9.33","6.92","48432.03","35921.72"
"C5967","Asia","Vietnam","Frutas","Online","Baja","10/10/2032","596766889","11/28/2032","5439","9.33","6.92","50745.87","37637.88"
"C9592","Europa","Cyprus","Alimento infantil","Online","Alta","10/11/2032","959272372","11/29/2032","8867","255.28","159.42","2263567.76","1413577.14"
"C2457","África","Benin","Frutas","Offline","Alta","10/12/2032","245757997","11/30/2032","4107","9.33","6.92","38318.31","28420.44"
"C4303","Centroamérica y Caribe","Trinidad and Tobago","Snacks","Online","Alta","10/13/2032","430384099","12/1/2032","9074","152.58","97.44","1384510.92","884170.56"
"C7922","Europa","Romania","Frutas","Offline","Alta","10/14/2032","792240703","12/2/2032","484","9.33","6.92","4515.72","3349.28"
"C4066","África","Mauritius ","Frutas","Online","Media","10/15/2032","406690967","12/3/2032","7749","9.33","6.92","72298.17","53623.08"
"C7385","Australia y Oceanía","Palau","Doméstico","Offline","Alta","10/16/2032","738596522","12/4/2032","5979","668.27","502.54","3995586.33","3004686.66"
"C2928","Australia y Oceanía","Samoa ","Cárnicos","Offline","Alta","10/17/2032","292874753","12/5/2032","7003","421.89","364.69","2954495.67","2553924.07"
"C5265","Europa","Austria","Bebida","Online","Media","10/18/2032","526523911","12/6/2032","8981","47.45","31.79","426148.45","285505.99"
"C5625","África","Democratic Republic of the Congo","Bebida","Offline","Media","10/19/2032","562583100","12/7/2032","9696","47.45","31.79","460075.2","308235.84"
"C4989","África","Seychelles ","Alimento infantil","Offline","Media","10/20/2032","498948657","12/8/2032","8850","255.28","159.42","2259228","1410867"
"C3388","Asia","Nepal","Material de oficina","Offline","Media","10/21/2032","338835799","12/9/2032","7898","651.21","524.96","5143256.58","4146134.08"
"C5579","África","Liberia","Material de oficina","Online","Media","10/22/2032","557999742","12/10/2032","3378","651.21","524.96","2199787.38","1773314.88"
"C7294","Centroamérica y Caribe","Nicaragua","Cárnicos","Offline","Crítica","10/23/2032","729468429","12/11/2032","4773","421.89","364.69","2013680.97","1740665.37"
"C9470","África","Lesotho","Frutas","Offline","Alta","10/24/2032","947097718","12/12/2032","6116","9.33","6.92","57062.28","42322.72"
"C1896","Norteamérica","Greenland","Cereales","Offline","Alta","10/25/2032","189676654","12/13/2032","8392","205.7","117.11","1726234.4","982787.12"
"C1382","Europa","Bosnia and Herzegovina","Frutas","Offline","Media","10/26/2032","138231027","12/14/2032","4487","9.33","6.92","41863.71","31050.04"
"C2457","África","Benin","Frutas","Offline","Alta","10/27/2032","245757997","12/15/2032","4107","9.33","6.92","38318.31","28420.44"
"C3899","Australia y Oceanía","Solomon Islands","Snacks","Offline","Alta","10/28/2032","389917933","12/16/2032","4236","152.58","97.44","646328.88","412755.84"
"C5511","África","Egypt","Snacks","Offline","Alta","10/29/2032","551167190","12/17/2032","1474","152.58","97.44","224902.92","143626.56"
"C8751","Asia","Brunei","Doméstico","Offline","Crítica","10/30/2032","875133836","12/18/2032","404","668.27","502.54","269981.08","203026.16"
"C2456","África","Mali","Alimento infantil","Online","Crítica","10/31/2032","245610368","12/19/2032","421","255.28","159.42","107472.88","67115.82"
"C2840","África","Gabon","Cosméticos","Offline","Media","11/1/2032","284004580","12/20/2032","2121","437.2","263.33","927301.2","558522.93"
"C5969","África","Liberia","Cereales","Offline","Alta","11/2/2032","596980178","12/21/2032","8556","205.7","117.11","1759969.2","1001993.16"
"C7406","África","Malawi","Cárnicos","Offline","Baja","11/3/2032","740614831","12/22/2032","3241","421.89","364.69","1367345.49","1181960.29"
"C7729","África","South Sudan","Doméstico","Online","Alta","11/4/2032","772954547","12/23/2032","3282","668.27","502.54","2193262.14","1649336.28"
"C8219","Europa","Portugal","Doméstico","Offline","Baja","11/5/2032","821989190","12/24/2032","3723","668.27","502.54","2487969.21","1870956.42"
"C5069","Europa","Estonia","Bebida","Online","Alta","11/6/2032","506900441","12/25/2032","1960","47.45","31.79","93002","62308.4"
"C7067","Europa","Armenia","Cereales","Online","Baja","11/7/2032","706796252","12/26/2032","5572","205.7","117.11","1146160.4","652536.92"
"C9440","África","Israel","Cárnicos","Offline","Baja","11/8/2032","944031417","12/27/2032","8730","421.89","364.69","3683099.7","3183743.7"
"C5594","Centroamérica y Caribe","Jamaica","Cárnicos","Offline","Baja","11/9/2032","559425818","12/28/2032","5386","421.89","364.69","2272299.54","1964220.34"
"C5218","África","Zambia","Bebida","Offline","Crítica","11/10/2032","521885192","12/29/2032","6281","47.45","31.79","298033.45","199672.99"
"C9949","Europa","Germany","Verduras","Online","Crítica","11/11/2032","994932448","12/30/2032","1476","154.06","90.93","227392.56","134212.68"
"C6067","África","Nigeria","Cosméticos","Online","Baja","11/12/2032","606725823","12/31/2032","2509","437.2","263.33","1096934.8","660694.97"
"C6448","Centroamérica y Caribe","Antigua and Barbuda ","Cárnicos","Offline","Crítica","11/13/2032","644858682","1/1/2033","6869","421.89","364.69","2897962.41","2505055.61"
"C1823","Europa","Romania","Cosméticos","Online","Media","11/14/2032","182393920","1/2/2033","3269","437.2","263.33","1429206.8","860825.77"
"C9949","Europa","Germany","Verduras","Online","Crítica","11/15/2032","994932448","1/3/2033","1476","154.06","90.93","227392.56","134212.68"
"C4128","África","Mauritania","Verduras","Offline","Crítica","11/16/2032","412863051","1/4/2033","4206","154.06","90.93","647976.36","382451.58"
"C7020","África","Bahrain","Verduras","Online","Crítica","11/17/2032","702028787","1/5/2033","4773","154.06","90.93","735328.38","434008.89"
"C4408","Asia","India","Cuidado personal","Offline","Crítica","11/18/2032","440898787","1/6/2033","604","81.73","56.67","49364.92","34228.68"
"C4134","África","Liberia","Material de oficina","Offline","Crítica","11/19/2032","413408935","1/7/2033","5745","651.21","524.96","3741201.45","3015895.2"
"C1895","Asia","Myanmar","Cereales","Offline","Crítica","11/20/2032","189522588","1/8/2033","2800","205.7","117.11","575960","327908"
"C1764","Asia","Thailand","Material de oficina","Online","Alta","11/21/2032","176450574","1/9/2033","4501","651.21","524.96","2931096.21","2362844.96"
"C4631","África","Sao Tome and Principe","Verduras","Offline","Baja","11/22/2032","463137519","1/10/2033","1539","154.06","90.93","237098.34","139941.27"
"C1385","Centroamérica y Caribe","Belize","Frutas","Offline","Alta","11/23/2032","138554179","1/11/2033","115","9.33","6.92","1072.95","795.8"
"C4811","Centroamérica y Caribe","Jamaica","Snacks","Offline","Alta","11/24/2032","481168830","1/12/2033","7404","152.58","97.44","1129702.32","721445.76"
"C8591","Europa","Portugal","Doméstico","Offline","Media","11/25/2032","859151303","1/13/2033","818","668.27","502.54","546644.86","411077.72"
"C8856","Australia y Oceanía","Papua New Guinea","Cárnicos","Offline","Baja","11/26/2032","885696589","1/14/2033","6158","421.89","364.69","2597998.62","2245761.02"
"C9592","Europa","Cyprus","Alimento infantil","Online","Alta","11/27/2032","959272372","1/15/2033","8867","255.28","159.42","2263567.76","1413577.14"
"C6427","Europa","Luxembourg","Verduras","Online","Media","11/28/2032","642793166","1/16/2033","5637","154.06","90.93","868436.22","512572.41"
"C3716","Europa","Hungary","Cosméticos","Offline","Alta","11/29/2032","371629559","1/17/2033","2300","437.2","263.33","1005560","605659"
"C4303","Centroamérica y Caribe","Trinidad and Tobago","Snacks","Online","Alta","11/30/2032","430384099","1/18/2033","9074","152.58","97.44","1384510.92","884170.56"
"C1896","Norteamérica","Greenland","Cereales","Offline","Alta","12/1/2032","189676654","1/19/2033","8392","205.7","117.11","1726234.4","982787.12"
"C2889","Asia","Indonesia","Cuidado personal","Offline","Media","12/2/2032","288909804","1/20/2033","3686","81.73","56.67","301256.78","208885.62"
"C7384","Europa","Serbia","Cereales","Online","Alta","12/3/2032","738479363","1/21/2033","1309","205.7","117.11","269261.3","153296.99"
"C9470","África","Lesotho","Frutas","Offline","Alta","12/4/2032","947097718","1/22/2033","6116","9.33","6.92","57062.28","42322.72"
"C5563","Australia y Oceanía","Australia","Frutas","Online","Media","12/5/2032","556371533","1/23/2033","1555","9.33","6.92","14508.15","10760.6"
"C5733","Asia","Kazakhstan","Snacks","Online","Crítica","12/6/2032","573358285","1/24/2033","8313","152.58","97.44","1268397.54","810018.72"
"C7092","África","Seychelles ","Cereales","Online","Baja","12/7/2032","709239423","1/25/2033","8561","205.7","117.11","1760997.7","1002578.71"
"C4892","África","The Gambia","Cosméticos","Offline","Crítica","12/8/2032","489209020","1/26/2033","6675","437.2","263.33","2918310","1757727.75"
"C8380","África","Ethiopia","Bebida","Offline","Media","12/9/2032","838085019","1/27/2033","6836","47.45","31.79","324368.2","217316.44"
"C4982","África","Afghanistan","Doméstico","Online","Alta","12/10/2032","498232400","1/28/2033","6894","668.27","502.54","4607053.38","3464510.76"
"C9401","África","Togo","Cuidado personal","Online","Baja","12/11/2032","940139424","1/29/2033","7002","81.73","56.67","572273.46","396803.34"
"C2190","Europa","Macedonia","Doméstico","Offline","Baja","12/12/2032","219083964","1/30/2033","668","668.27","502.54","446404.36","335696.72"
"C6951","Australia y Oceanía","Solomon Islands","Doméstico","Offline","Alta","12/13/2032","695179069","1/31/2033","7790","668.27","502.54","5205823.3","3914786.6"
"C5593","África","Uganda","Ropa","Offline","Baja","12/14/2032","559327971","2/1/2033","6431","109.28","35.84","702779.68","230487.04"
"C4279","Europa","Slovakia","Frutas","Offline","Alta","12/15/2032","427934491","2/2/2033","4180","9.33","6.92","38999.4","28925.6"
"C7272","Centroamérica y Caribe","Haiti","Bebida","Online","Baja","12/16/2032","727281463","2/3/2033","7601","47.45","31.79","360667.45","241635.79"
"C6796","África","Mozambique","Verduras","Online","Crítica","12/17/2032","679652726","2/4/2033","3200","154.06","90.93","492992","290976"
"C5674","África","Madagascar","Cárnicos","Offline","Alta","12/18/2032","567429101","2/5/2033","3735","421.89","364.69","1575759.15","1362117.15"
"C8199","Asia","Sri Lanka","Cuidado personal","Offline","Media","12/19/2032","819947707","2/6/2033","9602","81.73","56.67","784771.46","544145.34"
"C5674","África","Madagascar","Cárnicos","Offline","Alta","12/20/2032","567429101","2/7/2033","3735","421.89","364.69","1575759.15","1362117.15"
"C8296","África","Iran","Ropa","Offline","Alta","12/21/2032","829667174","2/8/2033","5809","109.28","35.84","634807.52","208194.56"
